student_id,course,branch,cgpa,skills,interests,projects,certifications,career_goal
S00126,B.Pharm,Pharmacy,6.08,"Pharmaceutical Chemistry, Quality Control, Lab Techniques, Drug Safety",IoT,"Clinical Research Report, Pharma Drug Stability Study, Tablet Dissolution Test","Clinical Research Certification, Pharma Quality Cert",Quality Assurance Engineer
S00127,M.Tech,ECE,8.99,"AI, Research, TensorFlow, Data Analysis, PyTorch","Data Science, Pharma Research","Smart Grid Simulation, AI-based Energy Optimization","Big Data Hadoop, Deep Learning Specialization",Software Engineer
S00128,M.Tech,CSE,8.95,"Big Data, Data Analysis, AI, PyTorch","Networking, IoT","Deep Learning Research, NLP Chatbot System","IBM AI Engineering, Big Data Hadoop, TensorFlow Developer",Web Developer
S00129,B.Tech,Architecture,8.4,"SQL, Cloud Computing, C++",Urban Design,"Chatbot Assistant, Loan Prediction Model","Google Data Analytics, AWS Cloud Practitioner",Data Analyst
S00130,M.Tech,CSE,6.55,"TensorFlow, AI, Data Analysis, PyTorch","Urban Design, Product Management","Deep Learning Research, NLP Chatbot System, AI-based Energy Optimization","Big Data Hadoop, IBM AI Engineering",Data Analyst
S00131,MCA,ECE,8.44,"Node.js, React, Java, Django","Product Management, Networking","React Dashboard, Online Exam Portal, Web Application System","Full Stack Developer Cert, Meta Front-End Developer, Coursera Python for Everybody",Web Developer
S00132,M.Tech,ME,9.34,"Big Data, Python, PyTorch","IoT, Networking","NLP Chatbot System, AI-based Energy Optimization","IBM AI Engineering, Big Data Hadoop, TensorFlow Developer",Data Analyst
S00133,M.Pharm,Pharmacy,7.45,"Drug Formulation, Pharmacology, Quality Assurance, Research, Clinical Trials",App Development,"Drug Formulation Study, Drug Toxicity Analysis","Clinical Data Management, Advanced Pharmacology, Quality Assurance Certification",Pharma Researcher
S00134,B.Pharm,Pharmacy,6.46,"Quality Control, Drug Safety, Biostatistics, Pharmaceutical Chemistry","Product Management, Robotics","Tablet Dissolution Test, Clinical Research Report, Pharma Drug Stability Study","Clinical Research Certification, Drug Development Process, Pharma Quality Cert",Quality Assurance Engineer
S00135,B.Pharm,Pharmacy,7.83,"Quality Control, Lab Techniques, Drug Safety, Biostatistics",Urban Design,"Clinical Research Report, Pharma Drug Stability Study","Clinical Research Certification, Drug Development Process",Quality Assurance Engineer
S00136,M.Tech,CE,6.9,"TensorFlow, Big Data, PyTorch, Research, Data Analysis","Business Analytics, Pharma Research","NLP Chatbot System, AI-based Energy Optimization, Deep Learning Research","IBM AI Engineering, Deep Learning Specialization",Web Developer
S00137,MCA,CSE,8.04,"Data Structures, Web Development, Java",IoT,"Online Exam Portal, Web Application System","Meta Front-End Developer, Coursera Python for Everybody",Web Developer
S00138,B.Arch,Architecture,6.24,"Urban Planning, Architectural Design, 3D Modeling, Revit, SketchUp",AI,"Urban Housing Layout, Green Building Model, 3D City Design","Autodesk AutoCAD Certification, 3DS Max Design, Revit Professional",Architect
S00139,M.Tech,IT,9.58,"Research, Deep Learning, AI, PyTorch, Big Data","Robotics, IoT","Smart Grid Simulation, Deep Learning Research","IBM AI Engineering, Deep Learning Specialization, TensorFlow Developer",AI Engineer
S00140,M.Pharm,Pharmacy,9.31,"Pharmacology, Quality Assurance, Drug Formulation, Research, Clinical Trials","AI, Pharma Research","Pharma R&D Project, Drug Toxicity Analysis","Clinical Data Management, Quality Assurance Certification, Advanced Pharmacology",Pharma Researcher
S00141,B.Tech,EEE,6.82,"Cloud Computing, JavaScript, Machine Learning, Python, CSS","Networking, Urban Design","Portfolio Website, IoT Home Automation","AWS Cloud Practitioner, Microsoft Azure Fundamentals",AI Engineer
S00142,M.Pharm,Pharmacy,8.78,"Pharmacology, Research, Quality Assurance, Clinical Trials","Pharma Research, Networking","Drug Formulation Study, Clinical Data Analytics, Drug Toxicity Analysis","Quality Assurance Certification, Clinical Data Management",Pharma Researcher
S00143,MBA,EEE,9.27,"Leadership, SQL, Project Management, Business Analysis",Pharma Research,"Finance Forecasting Model, Startup Business Plan, Market Analysis Project","Six Sigma, Digital Marketing Certification, Project Management Professional",Product Manager
S00144,B.Pharm,Pharmacy,7.48,"Lab Techniques, Quality Control, Drug Safety, Pharmaceutical Chemistry, Biostatistics","Web Development, IoT","Clinical Research Report, Tablet Dissolution Test","Clinical Research Certification, Pharma Quality Cert, Drug Development Process",Mechanical Designer
S00145,MBA,CE,8.97,"Business Analysis, Excel, SQL","Cybersecurity, Networking","Market Analysis Project, Finance Forecasting Model, HR Analytics","Project Management Professional, Google Business Analytics, Digital Marketing Certification",Product Manager
S00146,B.Tech,ME,7.61,"AutoCAD, SQL, Java","Web Development, Product Management","IoT Home Automation, E-commerce Backend, Portfolio Website","Google Data Analytics, Cisco Networking Basics",Web Developer
S00147,MBA,ME,7.89,"Digital Marketing, SQL, Business Analysis","Urban Design, Product Management","Finance Forecasting Model, Market Analysis Project","Google Business Analytics, Project Management Professional",Product Manager
S00148,B.Arch,Architecture,9.28,"Revit, 3D Modeling, Urban Planning, SketchUp",Robotics,"3D City Design, Green Building Model, Bridge Design Simulation","Urban Design Certification, Revit Professional",Architect
S00149,B.Pharm,Pharmacy,8.47,"Quality Control, Lab Techniques, Drug Safety, Biostatistics, Pharmaceutical Chemistry","Data Science, Urban Design","Clinical Research Report, Pharma Drug Stability Study","Drug Development Process, Clinical Research Certification",Quality Assurance Engineer
S00150,M.Tech,Pharmacy,9.11,"Deep Learning, AI, TensorFlow, Data Analysis, Big Data","App Development, Robotics","NLP Chatbot System, Deep Learning Research","Big Data Hadoop, Deep Learning Specialization",AI Engineer
S00151,MBA,AI,7.98,"Project Management, Leadership, Excel, Business Analysis, SQL",Product Management,"HR Analytics, Market Analysis Project","Six Sigma, Digital Marketing Certification",Product Manager
S00152,MBA,IT,6.04,"Business Analysis, Leadership, SQL, Project Management","IoT, Cybersecurity","HR Analytics, Market Analysis Project","Project Management Professional, Digital Marketing Certification, Google Business Analytics",Product Manager
S00153,B.Tech,IT,9.24,"Java, HTML, Machine Learning, Cloud Computing, SQL",Networking,"IoT Home Automation, Chatbot Assistant, Loan Prediction Model","Cisco Networking Basics, AWS Cloud Practitioner, Google Data Analytics",AI Engineer
S00154,M.Pharm,Pharmacy,8.77,"Research, Pharmacology, Quality Assurance",Business Analytics,"Pharma R&D Project, Clinical Data Analytics","Clinical Data Management, Quality Assurance Certification",Pharma Researcher
S00155,M.Tech,Architecture,8.46,"AI, TensorFlow, Python",Cybersecurity,"NLP Chatbot System, AI-based Energy Optimization, Smart Grid Simulation","Deep Learning Specialization, Big Data Hadoop",Cybersecurity Analyst
S00156,B.Tech,DS,6.4,"Java, HTML, AutoCAD, C++, SQL",Robotics,"E-commerce Backend, IoT Home Automation, Chatbot Assistant","Cisco Networking Basics, Microsoft Azure Fundamentals, Google Data Analytics",Web Developer
S00157,M.Pharm,Pharmacy,7.79,"Research, Pharmacology, Quality Assurance",Civil Planning,"Pharma R&D Project, Drug Formulation Study","Advanced Pharmacology, Clinical Data Management",Pharma Researcher
S00158,MCA,Architecture,7.63,"Node.js, React, Web Development",Cybersecurity,"Online Exam Portal, React Dashboard","Meta Front-End Developer, Coursera Python for Everybody, Full Stack Developer Cert",Web Developer
S00159,MCA,CSE,9.38,"React, Python, Web Development","Networking, Product Management","React Dashboard, Inventory Management System, Online Exam Portal","Coursera Python for Everybody, Full Stack Developer Cert, Meta Front-End Developer",Web Developer
S00160,MCA,CSE,9.1,"Django, Java, Data Structures",Networking,"Online Exam Portal, React Dashboard, Inventory Management System","Coursera Python for Everybody, Meta Front-End Developer",Web Developer
S00161,MCA,CE,8.11,"Data Structures, Web Development, React",IoT,"Online Exam Portal, React Dashboard","Full Stack Developer Cert, Coursera Python for Everybody",Web Developer
S00162,M.Pharm,Pharmacy,6.34,"Drug Formulation, Quality Assurance, Research","Business Analytics, Urban Design","Pharma R&D Project, Clinical Data Analytics, Drug Toxicity Analysis","Advanced Pharmacology, Quality Assurance Certification",Pharma Researcher
S00163,MCA,ME,8.33,"Django, Web Development, Data Structures","Urban Design, Robotics","Online Exam Portal, React Dashboard","Full Stack Developer Cert, Meta Front-End Developer",Web Developer
S00164,M.Tech,EEE,6.57,"TensorFlow, AI, Data Analysis, Big Data","Web Development, Urban Design","NLP Chatbot System, Deep Learning Research, Smart Grid Simulation","TensorFlow Developer, IBM AI Engineering",Web Developer
S00165,B.Arch,Architecture,8.71,"3D Modeling, Urban Planning, Revit, Architectural Design",Product Management,"Green Building Model, Bridge Design Simulation","Autodesk AutoCAD Certification, 3DS Max Design, Revit Professional",Architect
S00166,MBA,EEE,7.93,"Digital Marketing, SQL, Business Analysis, Leadership","Product Management, Civil Planning","Market Analysis Project, Finance Forecasting Model","Project Management Professional, Six Sigma, Google Business Analytics",Product Manager
S00167,B.Tech,Architecture,6.79,"Java, Machine Learning, Cloud Computing, CSS, JavaScript",Pharma Research,"IoT Home Automation, Loan Prediction Model, Portfolio Website","Google Data Analytics, AWS Cloud Practitioner",AI Engineer
S00168,B.Pharm,Pharmacy,8.73,"Biostatistics, Pharmaceutical Chemistry, Lab Techniques",AI,"Tablet Dissolution Test, Pharma Drug Stability Study","Drug Development Process, Pharma Quality Cert",Quality Assurance Engineer
S00169,MBA,CSE,6.03,"Excel, Project Management, Business Analysis, Leadership",App Development,"Market Analysis Project, HR Analytics, Finance Forecasting Model","Google Business Analytics, Digital Marketing Certification",Product Manager
S00170,M.Tech,Architecture,9.02,"Research, Python, PyTorch",Urban Design,"NLP Chatbot System, Deep Learning Research","IBM AI Engineering, Big Data Hadoop",Web Developer
S00171,M.Pharm,Pharmacy,6.85,"Drug Formulation, Pharmacology, Research","Civil Planning, IoT","Pharma R&D Project, Drug Toxicity Analysis, Drug Formulation Study","Advanced Pharmacology, Clinical Data Management",Pharma Researcher
S00172,B.Pharm,Pharmacy,6.1,"Lab Techniques, Quality Control, Drug Safety, Pharmaceutical Chemistry, Biostatistics","Pharma Research, AI","Tablet Dissolution Test, Clinical Research Report","Pharma Quality Cert, Clinical Research Certification",Pharma Researcher
S00173,B.Tech,AI,9.47,"HTML, Cloud Computing, Java","Urban Design, IoT","E-commerce Backend, Portfolio Website, Chatbot Assistant","Google Data Analytics, Microsoft Azure Fundamentals",Web Developer
S00174,B.Arch,Architecture,6.84,"3D Modeling, Architectural Design, Revit","IoT, Business Analytics","Urban Housing Layout, Bridge Design Simulation, Green Building Model","Autodesk AutoCAD Certification, Revit Professional, Urban Design Certification",Architect
S00175,M.Tech,ECE,8.09,"Deep Learning, Research, Data Analysis, TensorFlow",AI,"AI-based Energy Optimization, Deep Learning Research","Big Data Hadoop, Deep Learning Specialization",AI Engineer
S00176,B.Arch,Architecture,8.6,"Urban Planning, SketchUp, AutoCAD, 3D Modeling, Revit",Web Development,"Bridge Design Simulation, Green Building Model, 3D City Design","3DS Max Design, Autodesk AutoCAD Certification",Architect
S00177,M.Pharm,Pharmacy,7.05,"Pharmacology, Research, Drug Formulation","Networking, Data Science","Drug Toxicity Analysis, Pharma R&D Project, Clinical Data Analytics","Advanced Pharmacology, Clinical Data Management, Quality Assurance Certification",Pharma Researcher
S00178,B.Arch,Architecture,9.02,"Urban Planning, AutoCAD, SketchUp, Revit, Architectural Design",AI,"Urban Housing Layout, 3D City Design","Urban Design Certification, Autodesk AutoCAD Certification, 3DS Max Design",Architect
S00179,M.Pharm,Pharmacy,6.14,"Clinical Trials, Drug Formulation, Quality Assurance, Pharmacology, Research","Robotics, Data Science","Drug Toxicity Analysis, Clinical Data Analytics, Drug Formulation Study","Advanced Pharmacology, Quality Assurance Certification",Pharma Researcher
S00180,B.Tech,Pharmacy,9.38,"HTML, C++, JavaScript, Python","App Development, Robotics","E-commerce Backend, Portfolio Website, Chatbot Assistant","Cisco Networking Basics, Google Data Analytics, Microsoft Azure Fundamentals",Web Developer
S00181,MBA,CSE,6.91,"SQL, Excel, Digital Marketing, Leadership","Business Analytics, Product Management","Market Analysis Project, Finance Forecasting Model, HR Analytics","Six Sigma, Project Management Professional, Google Business Analytics",Product Manager
S00182,B.Tech,CSE,9.59,"CSS, HTML, JavaScript, AutoCAD, Python",Networking,"Chatbot Assistant, Loan Prediction Model","Cisco Networking Basics, Microsoft Azure Fundamentals",Web Developer
S00183,M.Tech,ME,7.02,"AI, Data Analysis, Big Data, Research","Cybersecurity, Robotics","AI-based Energy Optimization, NLP Chatbot System","TensorFlow Developer, Big Data Hadoop",Mechanical Designer
S00184,MBA,Pharmacy,7.22,"Leadership, Digital Marketing, Business Analysis","Robotics, Cybersecurity","Market Analysis Project, Finance Forecasting Model, HR Analytics","Project Management Professional, Six Sigma, Digital Marketing Certification",Product Manager
S00185,B.Pharm,Pharmacy,6.97,"Biostatistics, Pharmaceutical Chemistry, Lab Techniques, Quality Control","Web Development, AI","Tablet Dissolution Test, Pharma Drug Stability Study, Clinical Research Report","Pharma Quality Cert, Drug Development Process, Clinical Research Certification",Business Analyst
S00186,M.Pharm,Pharmacy,9.83,"Drug Formulation, Clinical Trials, Quality Assurance",Urban Design,"Drug Toxicity Analysis, Drug Formulation Study, Clinical Data Analytics","Quality Assurance Certification, Clinical Data Management",Quality Assurance Engineer
S00187,B.Tech,CE,6.48,"Python, Java, CSS, JavaScript","Cybersecurity, AI","Chatbot Assistant, Portfolio Website, E-commerce Backend","AWS Cloud Practitioner, Cisco Networking Basics",AI Engineer
S00188,M.Tech,CSE,8.4,"TensorFlow, Data Analysis, Research, Big Data, PyTorch","AI, Data Science","NLP Chatbot System, AI-based Energy Optimization, Deep Learning Research","IBM AI Engineering, Deep Learning Specialization",AI Engineer
S00189,MCA,CSE,9.86,"Django, React, Node.js, Web Development, Python","IoT, Robotics","Web Application System, Online Exam Portal","Meta Front-End Developer, Full Stack Developer Cert",Web Developer
